This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197209,     310,     484,     240,     264,     256,     274,     297,     115,     125,     131,     133,     135,     121,     146,     128,     126,     171
197210,     309,     484,     240,     264,     256,     274,     297,     115,     125,     131,     133,     135,     121,     146,     128,     126,     171
197211,     308,     484,     240,     264,     255,     274,     297,     115,     125,     131,     133,     134,     121,     146,     128,     126,     171
197212,     307,     483,     240,     264,     255,     273,     297,     115,     125,     131,     133,     134,     121,     146,     127,     126,     171
197301,     307,     482,     240,     264,     255,     273,     297,     115,     125,     131,     133,     134,     121,     146,     127,     126,     171
197302,     307,     480,     240,     263,     254,     273,     297,     115,     125,     131,     132,     133,     121,     146,     127,     126,     171
197303,     304,     480,     239,     263,     254,     273,     296,     114,     125,     131,     132,     133,     121,     146,     127,     125,     171
197304,     303,     480,     239,     263,     254,     271,     296,     114,     125,     131,     132,     133,     121,     145,     126,     125,     171
197305,     303,     480,     239,     262,     254,     271,     296,     114,     125,     130,     132,     133,     121,     145,     126,     125,     171
197306,     301,     476,     237,     262,     253,     271,     295,     114,     123,     130,     132,     133,     120,     145,     126,     125,     170
197307,     444,     739,     373,     407,     394,     403,     533,     171,     202,     212,     195,     175,     219,     201,     202,     212,     321
197308,     443,     737,     373,     407,     394,     403,     531,     171,     202,     212,     195,     175,     219,     201,     202,     211,     320
197309,     442,     735,     373,     407,     393,     401,     530,     171,     202,     212,     195,     174,     219,     200,     201,     211,     319
197310,     441,     732,     373,     406,     393,     399,     530,     171,     202,     212,     194,     174,     219,     199,     200,     211,     319
197311,     441,     731,     373,     406,     392,     398,     530,     171,     202,     212,     194,     174,     218,     199,     199,     211,     319
197312,     437,     727,     373,     405,     391,     397,     530,     171,     202,     212,     193,     173,     218,     199,     198,     211,     319
197401,     436,     726,     373,     404,     390,     396,     529,     171,     202,     211,     193,     173,     217,     198,     198,     211,     318
197402,     435,     722,     373,     402,     388,     395,     527,     171,     202,     210,     192,     172,     216,     197,     198,     211,     316
197403,     435,     720,     373,     399,     387,     394,     527,     171,     202,     208,     191,     172,     215,     197,     197,     211,     316
197404,     434,     718,     373,     397,     386,     393,     526,     171,     202,     207,     190,     171,     215,     197,     196,     211,     315
197405,     433,     717,     372,     395,     386,     393,     524,     171,     201,     206,     189,     171,     215,     197,     196,     210,     314
197406,     431,     713,     371,     395,     384,     392,     523,     171,     200,     206,     189,     170,     214,     196,     196,     209,     314
197407,     886,     805,     340,     284,     319,     376,     391,     142,     198,     150,     134,     166,     153,     184,     192,     158,     233
197408,     884,     803,     340,     284,     318,     374,     391,     142,     198,     150,     134,     166,     152,     183,     191,     158,     233
197409,     881,     801,     340,     283,     315,     373,     390,     142,     198,     150,     133,     165,     150,     182,     191,     158,     232
197410,     879,     799,     339,     283,     315,     371,     387,     141,     198,     150,     133,     165,     150,     180,     191,     158,     229
197411,     876,     797,     338,     282,     315,     370,     384,     141,     197,     150,     132,     165,     150,     180,     190,     158,     226
197412,     876,     794,     338,     281,     314,     370,     382,     141,     197,     150,     131,     164,     150,     180,     190,     158,     224
197501,     872,     793,     338,     281,     313,     370,     381,     141,     197,     150,     131,     163,     150,     180,     190,     158,     223
197502,     870,     791,     338,     280,     313,     370,     380,     141,     197,     150,     130,     163,     150,     180,     190,     158,     222
197503,     868,     790,     338,     279,     313,     369,     380,     141,     197,     150,     129,     163,     150,     180,     189,     158,     222
197504,     868,     790,     338,     278,     312,     368,     380,     141,     197,     149,     129,     163,     149,     179,     189,     158,     222
197505,     866,     789,     338,     278,     312,     367,     380,     141,     197,     149,     129,     163,     149,     179,     188,     158,     222
197506,     865,     788,     337,     278,     312,     367,     380,     141,     196,     149,     129,     163,     149,     179,     188,     158,     222
197507,     915,    1095,     264,     279,     290,     313,     282,     119,     145,     148,     131,     148,     142,     150,     163,     132,     150
197508,     910,    1094,     264,     279,     290,     312,     282,     119,     145,     148,     131,     148,     142,     149,     163,     132,     150
197509,     908,    1091,     263,     279,     290,     312,     282,     118,     145,     148,     131,     148,     142,     149,     163,     132,     150
197510,     908,    1088,     263,     279,     289,     312,     282,     118,     145,     148,     131,     147,     142,     149,     163,     132,     150
197511,     904,    1086,     263,     279,     289,     312,     282,     118,     145,     148,     131,     147,     142,     149,     163,     132,     150
197512,     903,    1083,     263,     278,     289,     312,     282,     118,     145,     147,     131,     147,     142,     149,     163,     132,     150
197601,     900,    1077,     263,     278,     287,     312,     281,     118,     145,     147,     131,     146,     141,     149,     163,     131,     150
197602,     898,    1070,     262,     278,     286,     312,     281,     118,     144,     147,     131,     146,     140,     149,     163,     131,     150
197603,     894,    1069,     262,     278,     285,     312,     280,     118,     144,     147,     131,     145,     140,     149,     163,     131,     149
197604,     892,    1064,     262,     277,     285,     312,     278,     118,     144,     146,     131,     145,     140,     149,     163,     131,     147
197605,     890,    1060,     262,     277,     283,     311,     278,     118,     144,     146,     131,     143,     140,     148,     163,     131,     147
197606,     888,    1059,     259,     277,     283,     310,     277,     117,     142,     146,     131,     143,     140,     148,     162,     131,     146
197607,     925,    1368,     276,     312,     335,     360,     289,     119,     157,     157,     155,     154,     181,     194,     166,     136,     153
197608,     924,    1367,     276,     312,     333,     359,     287,     119,     157,     157,     155,     153,     180,     193,     166,     134,     153
197609,     920,    1363,     275,     312,     333,     357,     287,     119,     156,     157,     155,     153,     180,     192,     165,     134,     153
197610,     916,    1359,     275,     312,     333,     357,     287,     119,     156,     157,     155,     153,     180,     192,     165,     134,     153
197611,     916,    1356,     275,     311,     333,     357,     287,     119,     156,     156,     155,     153,     180,     192,     165,     134,     153
197612,     915,    1353,     275,     311,     332,     356,     286,     119,     156,     156,     155,     152,     180,     192,     164,     134,     152
197701,     914,    1348,     274,     311,     329,     356,     285,     118,     156,     156,     155,     149,     180,     192,     164,     134,     151
197702,     912,    1341,     272,     310,     328,     353,     285,     118,     154,     155,     155,     149,     179,     191,     162,     134,     151
197703,     910,    1339,     271,     310,     326,     351,     285,     118,     153,     155,     155,     149,     177,     189,     162,     134,     151
197704,     904,    1338,     271,     309,     326,     351,     284,     118,     153,     155,     154,     149,     177,     189,     162,     134,     150
197705,     903,    1335,     271,     309,     326,     351,     284,     118,     153,     155,     154,     149,     177,     189,     162,     134,     150
197706,     898,    1331,     270,     308,     324,     350,     283,     117,     153,     155,     153,     147,     177,     189,     161,     133,     150
197707,     758,    1185,     380,     368,     430,     437,     372,     181,     199,     187,     181,     204,     226,     232,     205,     170,     202
197708,     757,    1181,     380,     364,     429,     434,     371,     181,     199,     185,     179,     203,     226,     230,     204,     169,     202
197709,     754,    1177,     379,     364,     429,     431,     370,     181,     198,     185,     179,     203,     226,     228,     203,     168,     202
197710,     752,    1170,     378,     363,     429,     431,     370,     180,     198,     184,     179,     203,     226,     228,     203,     168,     202
197711,     749,    1166,     377,     363,     427,     429,     370,     180,     197,     184,     179,     201,     226,     227,     202,     168,     202
197712,     747,    1164,     376,     363,     427,     428,     369,     179,     197,     184,     179,     201,     226,     226,     202,     167,     202
197801,     743,    1158,     374,     361,     425,     425,     369,     178,     196,     184,     177,     200,     225,     224,     201,     167,     202
197802,     740,    1153,     372,     357,     421,     420,     368,     178,     194,     183,     174,     197,     224,     220,     200,     167,     201
197803,     737,    1147,     372,     356,     421,     420,     367,     178,     194,     183,     173,     197,     224,     220,     200,     167,     200
197804,     734,    1141,     372,     356,     420,     420,     367,     178,     194,     183,     173,     197,     223,     220,     200,     167,     200
197805,     729,    1136,     372,     354,     418,     420,     366,     178,     194,     182,     172,     196,     222,     220,     200,     167,     199
197806,     724,    1130,     372,     352,     415,     417,     364,     178,     194,     181,     171,     193,     222,     219,     198,     166,     198
197807,     759,     972,     420,     410,     425,     449,     428,     200,     220,     195,     215,     205,     220,     224,     225,     187,     241
197808,     754,     970,     420,     409,     423,     446,     428,     200,     220,     194,     215,     205,     218,     224,     222,     187,     241
197809,     751,     959,     419,     406,     421,     442,     427,     199,     220,     192,     214,     203,     218,     223,     219,     186,     241
197810,     747,     952,     419,     406,     419,     440,     427,     199,     220,     192,     214,     202,     217,     222,     218,     186,     241
197811,     743,     947,     417,     406,     418,     438,     425,     198,     219,     192,     214,     201,     217,     220,     218,     186,     239
197812,     741,     942,     417,     405,     417,     437,     421,     198,     219,     192,     213,     201,     216,     220,     217,     185,     236
197901,     738,     939,     415,     405,     415,     434,     418,     198,     217,     192,     213,     199,     216,     218,     216,     184,     234
197902,     734,     932,     414,     400,     413,     431,     414,     197,     217,     189,     211,     198,     215,     216,     215,     182,     232
197903,     730,     926,     413,     398,     411,     430,     412,     196,     217,     187,     211,     196,     215,     215,     215,     182,     230
197904,     728,     926,     412,     395,     410,     428,     410,     196,     216,     185,     210,     196,     214,     213,     215,     180,     230
197905,     724,     923,     407,     392,     409,     427,     408,     193,     214,     184,     208,     196,     213,     213,     214,     178,     230
197906,     722,     920,     405,     391,     407,     425,     408,     192,     213,     184,     207,     195,     212,     213,     212,     178,     230
197907,     686,     833,     442,     441,     466,     516,     457,     231,     211,     211,     230,     219,     247,     260,     256,     205,     252
197908,     681,     827,     441,     437,     463,     515,     454,     231,     210,     209,     228,     218,     245,     260,     255,     203,     251
197909,     674,     816,     441,     437,     460,     515,     454,     231,     210,     209,     228,     218,     242,     260,     255,     203,     251
197910,     669,     814,     440,     436,     454,     513,     454,     230,     210,     209,     227,     216,     238,     258,     255,     203,     251
197911,     667,     812,     440,     436,     454,     512,     452,     230,     210,     209,     227,     216,     238,     257,     255,     202,     250
197912,     663,     805,     440,     435,     451,     510,     450,     230,     210,     209,     226,     215,     236,     256,     254,     201,     249
